'equipo';'jugador';'Paradas';'Partidos jugados';'Faltas recibidas';'Penaltis recibidos';'Doble tarjeta amarilla';'Asistencias';'Partidos como titular';'Minutos';'Penaltis parados';'Tarjetas rojas';'Goles';'Penaltis';'Faltas';'Rechaces';'Tarjetas amarillas';'Disparos';'Sustituciones';
'Real Madrid';'Rafa Marin';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Real Madrid';'Santos';'';'1';'';'';'0';'0';'0';'10';'';'0';'0';'0';'0';'';'0';'0';'0';
'Real Madrid';'Kroos';'';'20';'';'';'0';'3';'20';'1666';'';'0';'1';'0';'15';'';'3';'33';'7';
'Real Madrid';'Modrić';'';'22';'';'';'0';'5';'20';'1667';'';'0';'2';'1';'20';'';'4';'11';'14';
'Real Madrid';'Asensio';'';'24';'';'';'0';'0';'14';'1291';'';'0';'8';'0';'7';'';'2';'37';'11';
'Real Madrid';'Casemiro';'';'26';'';'';'0';'3';'25';'2153';'';'0';'0';'0';'46';'';'9';'22';'5';
'Real Madrid';'Valverde';'';'23';'';'';'0';'1';'14';'1332';'';'0';'0';'0';'11';'';'1';'18';'7';
'Real Madrid';'D. Ceballos';'';'5';'';'';'0';'0';'0';'41';'';'0';'0';'0';'0';'';'1';'0';'0';
'Real Madrid';'Isco';'';'11';'';'';'0';'0';'3';'258';'';'0';'1';'0';'4';'';'1';'5';'3';
'Real Madrid';'Camavinga';'';'19';'';'';'0';'0';'7';'720';'';'0';'2';'0';'24';'';'6';'6';'4';
'Real Madrid';'Blanco';'';'1';'';'';'0';'0';'0';'30';'';'0';'0';'0';'1';'';'0';'0';'0';
'Real Madrid';'Peter';'';'2';'';'';'0';'0';'0';'9';'';'0';'0';'0';'0';'';'0';'1';'0';
'Real Madrid';'Hazard';'';'17';'';'';'0';'1';'7';'688';'';'0';'0';'0';'8';'';'1';'9';'6';
'Real Madrid';'Benzema';'';'25';'';'';'0';'11';'25';'2058';'';'0';'22';'5';'13';'';'0';'72';'10';
'Real Madrid';'Jović';'';'13';'';'';'0';'2';'0';'283';'';'0';'1';'0';'2';'';'0';'9';'0';
'Real Madrid';'Lucas V.';'';'21';'';'';'0';'0';'12';'1153';'';'0';'1';'0';'23';'';'2';'8';'7';
'Real Madrid';'Bale';'';'4';'';'';'0';'0';'4';'267';'';'0';'1';'0';'3';'';'2';'11';'4';
'Real Madrid';'Vini Jr.';'';'27';'';'';'0';'6';'25';'2211';'';'0';'14';'0';'24';'';'6';'50';'14';
'Real Madrid';'Rodrygo';'';'24';'';'';'0';'1';'10';'912';'';'0';'0';'0';'14';'';'3';'16';'10';
'Real Madrid';'Mariano';'';'5';'';'';'0';'1';'1';'169';'';'0';'0';'0';'1';'';'0';'5';'0';
'Real Madrid';'Latasa';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Real Sociedad';'A. Remiro';'12';'26';'2';'4';'0';'';'26';'2340';'1';'0';'';'';'';'58';'1';'';'0';
'Real Sociedad';'Ryan';'2';'3';'0';'1';'0';'';'3';'270';'0';'0';'';'';'';'10';'0';'';'0';
'Real Sociedad';'Marrero';'0';'2';'0';'0';'0';'';'1';'171';'0';'0';'';'';'';'4';'0';'';'0';
'Real Sociedad';'Ayesa';'13';'18';'0';'0';'0';'';'18';'1620';'0';'0';'';'';'';'50';'0';'';'0';
'Real Sociedad';'Zaldua';'';'19';'';'';'0';'0';'11';'904';'';'0';'0';'0';'15';'';'4';'2';'6';
'Real Sociedad';'Aritz';'';'25';'';'';'0';'1';'20';'1863';'';'1';'4';'0';'17';'';'3';'9';'2';
'Real Sociedad';'Aihen';'';'18';'';'';'1';'0';'15';'1326';'';'1';'0';'0';'27';'';'2';'4';'5';
'Real Sociedad';'Rico';'';'12';'';'';'0';'0';'10';'854';'';'0';'0';'0';'12';'';'2';'0';'3';
'Real Sociedad';'Gorosabel';'';'23';'';'';'0';'1';'19';'1755';'';'0';'0';'0';'22';'';'4';'2';'10';
'Real Sociedad';'Monreal';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Real Sociedad';'Le Normand';'';'29';'';'';'0';'1';'29';'2610';'';'0';'0';'0';'27';'';'3';'9';'0';
'Real Sociedad';'Pacheco';'';'2';'';'';'0';'0';'2';'180';'';'0';'0';'0';'2';'';'1';'0';'0';
'Real Sociedad';'Gonzalez De Zarate';'';'27';'';'';'0';'1';'27';'2415';'';'0';'0';'0';'11';'';'4';'3';'3';
'Real Sociedad';'Sola';'';'8';'';'';'0';'0';'4';'431';'';'0';'0';'0';'6';'';'1';'6';'3';
'Real Sociedad';'Gomez';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Real Sociedad';'Romero';'';'1';'';'';'0';'0';'0';'16';'';'0';'0';'0';'1';'';'0';'1';'0';
'Real Sociedad';'Zubimendi';'';'27';'';'';'0';'1';'17';'1776';'';'0';'1';'0';'22';'';'3';'8';'0';
'Real Sociedad';'Illarra';'';'4';'';'';'0';'0';'3';'185';'';'0';'0';'0';'3';'';'1';'0';'3';
'Real Sociedad';'Zubeldia';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';
'Real Sociedad';'Portu';'';'28';'';'';'0';'2';'15';'1378';'';'0';'0';'0';'15';'';'3';'14';'14';
'Real Sociedad';'Merino';'';'25';'';'';'0';'2';'25';'2156';'';'0';'3';'0';'47';'';'7';'26';'6';
'Real Sociedad';'Januzaj';'';'25';'';'';'0';'0';'15';'1326';'';'0';'2';'1';'21';'';'5';'21';'14';
'Real Sociedad';'Guridi';'';'5';'';'';'0';'0';'1';'157';'';'0';'0';'0';'2';'';'0';'1';'1';
'Real Sociedad';'Guevara';'';'15';'';'';'0';'0';'11';'855';'';'0';'0';'0';'13';'';'2';'2';'8';
'Real Sociedad';'Rafael';'';'8';'';'';'0';'0';'5';'462';'';'0';'1';'0';'6';'';'0';'4';'5';
'Real Sociedad';'Silva';'';'19';'';'';'0';'1';'16';'1205';'';'0';'1';'0';'16';'';'2';'11';'14';
'Real Sociedad';'Turrientes';'';'12';'';'';'0';'0';'12';'1031';'';'0';'0';'0';'8';'';'2';'12';'5';
'Real Sociedad';'Navarro';'';'15';'';'';'0';'1';'15';'1053';'';'0';'0';'0';'7';'';'0';'21';'13';
'Real Sociedad';'Djouahra';'';'18';'';'';'0';'0';'11';'990';'';'0';'0';'0';'7';'';'0';'10';'9';
'Real Sociedad';'Olasagasti';'';'26';'';'';'0';'2';'25';'2270';'';'0';'4';'0';'22';'';'3';'19';'2';
'Real Sociedad';'Carlos Fdez';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Real Sociedad';'Oyarzabal';'';'22';'';'';'0';'3';'19';'1673';'';'1';'9';'4';'14';'';'0';'29';'7';
'Real Sociedad';'Isak';'';'24';'';'';'0';'2';'19';'1548';'';'0';'4';'1';'21';'';'2';'37';'16';
'Real Sociedad';'Barrenetxea';'';'11';'';'';'0';'1';'6';'548';'';'0';'1';'0';'10';'';'0';'7';'6';
'Real Sociedad';'Sørloth';'';'24';'';'';'0';'0';'11';'1000';'';'0';'1';'0';'17';'';'1';'14';'9';
'Real Sociedad';'Karrikaburu';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Real Sociedad';'Lobete';'';'14';'';'';'0';'0';'13';'1098';'';'0';'1';'0';'16';'';'1';'16';'6';
'Real Sociedad';'Valera';'';'3';'';'';'0';'0';'0';'49';'';'0';'0';'0';'3';'';'0';'0';'0';
'Real Sociedad';'Martin';'';'3';'';'';'0';'0';'1';'80';'';'0';'0';'0';'3';'';'0';'1';'1';
'Sevilla FC';'Dmitrovic';'3';'5';'0';'0';'0';'';'5';'450';'0';'0';'';'';'';'14';'1';'';'0';
'Sevilla FC';'Bono';'22';'23';'1';'2';'0';'';'23';'2070';'1';'0';'';'';'';'49';'2';'';'0';
'Sevilla FC';'Javi Diaz';'0';'1';'0';'0';'0';'';'1';'90';'0';'0';'';'';'';'1';'0';'';'0';
'Sevilla FC';'Alfonso P.';'0';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'';'';'0';'0';'';'0';
'Sevilla FC';'Adrián';'0';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'';'';'0';'0';'';'0';
'Sevilla FC';'Alberto F.';'0';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'';'';'0';'0';'';'0';
'Sevilla FC';'G. Montiel';'';'14';'';'';'0';'2';'13';'901';'';'0';'1';'0';'6';'';'4';'5';'7';
'Sevilla FC';'Augustinsson';'';'15';'';'';'0';'1';'8';'658';'';'0';'0';'0';'11';'';'3';'0';'6';
'Sevilla FC';'K. Rekik';'';'15';'';'';'0';'2';'10';'952';'';'0';'0';'0';'15';'';'2';'4';'1';
'Sevilla FC';'J. Navas';'';'16';'';'';'0';'2';'12';'1175';'';'0';'0';'0';'1';'';'2';'4';'1';
'Sevilla FC';'Acuña';'';'24';'';'';'0';'3';'19';'1667';'';'0';'1';'0';'24';'';'6';'8';'9';
'Sevilla FC';'Diego Carlos';'';'25';'';'';'1';'0';'25';'2204';'';'1';'2';'0';'23';'';'1';'19';'1';
'Sevilla FC';'Kounde';'';'23';'';'';'0';'1';'22';'1927';'';'2';'0';'0';'12';'';'2';'6';'1';
'Sevilla FC';'Pablo P.';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Sevilla FC';'Carmona';'';'1';'';'';'0';'0';'0';'23';'';'0';'0';'0';'0';'';'0';'0';'0';
'Sevilla FC';'Juanlu';'';'1';'';'';'0';'0';'0';'4';'';'0';'0';'0';'1';'';'1';'0';'0';
'Sevilla FC';'P. Ortiz';'';'1';'';'';'0';'0';'0';'6';'';'0';'0';'0';'1';'';'0';'1';'0';
'Sevilla FC';'Valentino';'';'1';'';'';'0';'0';'0';'1';'';'0';'0';'0';'0';'';'0';'0';'0';
'Sevilla FC';'Juan Maria';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Sevilla FC';'Kike Salas';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Sevilla FC';'Gudelj';'';'15';'';'';'0';'0';'6';'737';'';'0';'0';'0';'9';'';'3';'4';'1';
'Sevilla FC';'Jordán';'';'28';'';'';'0';'1';'23';'1902';'';'0';'0';'0';'43';'';'5';'9';'16';
'Sevilla FC';'I. Rakitic';'';'26';'';'';'0';'3';'19';'1635';'';'0';'3';'1';'30';'';'5';'23';'11';
'Sevilla FC';'E. Lamela';'';'13';'';'';'0';'1';'5';'623';'';'0';'4';'0';'17';'';'4';'12';'3';
'Sevilla FC';'Delaney';'';'20';'';'';'1';'1';'12';'1171';'';'1';'2';'0';'17';'';'2';'10';'5';
'Sevilla FC';'Oliver T.';'';'19';'';'';'0';'1';'10';'808';'';'0';'2';'0';'12';'';'1';'8';'9';
'Sevilla FC';'Papu Gomez';'';'21';'';'';'0';'1';'13';'1301';'';'0';'4';'0';'11';'';'2';'17';'10';
'Sevilla FC';'Fernando';'';'24';'';'';'0';'1';'21';'1850';'';'0';'1';'0';'16';'';'6';'4';'4';
'Sevilla FC';'N. Quintana';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Sevilla FC';'L. Ocampos';'';'22';'';'';'0';'2';'18';'1679';'';'0';'5';'0';'37';'';'6';'31';'7';
'Sevilla FC';'Suso';'';'8';'';'';'0';'1';'6';'388';'';'0';'0';'0';'1';'';'0';'3';'7';
'Sevilla FC';'Tecatito';'';'9';'';'';'0';'2';'6';'577';'';'0';'0';'0';'7';'';'1';'5';'5';
'Sevilla FC';'Munir';'';'16';'';'';'0';'0';'4';'468';'';'0';'2';'0';'7';'';'2';'9';'4';
'Sevilla FC';'Rafa Mir';'';'26';'';'';'0';'0';'17';'1570';'';'0';'8';'0';'26';'';'3';'43';'8';
'Sevilla FC';'Y. En-Nesyri';'';'15';'';'';'0';'1';'9';'801';'';'0';'3';'1';'9';'';'0';'19';'8';
'Sevilla FC';'Martial';'';'5';'';'';'0';'1';'4';'280';'';'0';'0';'0';'3';'';'0';'3';'4';
'Sevilla FC';'Luismi Cruz';'';'2';'';'';'0';'0';'0';'12';'';'0';'0';'0';'0';'';'0';'0';'0';
'Sevilla FC';'Iván';'';'4';'';'';'0';'0';'2';'171';'';'0';'0';'0';'4';'';'0';'1';'2';
'Sevilla FC';'Zarzana';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Valencia CF';'Domenech';'1';'3';'0';'0';'0';'';'2';'252';'0';'0';'';'';'';'5';'2';'';'0';
'Valencia CF';'Cillessen';'4';'15';'1';'5';'0';'';'15';'1278';'1';'0';'';'';'';'45';'1';'';'1';
'Valencia CF';'Mamardashvili';'4';'12';'1';'1';'0';'';'12';'1080';'0';'0';'';'';'';'36';'1';'';'0';
'Valencia CF';'Charly';'0';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'';'';'0';'0';'';'0';
'Valencia CF';'Thierry R.';'';'11';'';'';'0';'0';'10';'795';'';'0';'0';'0';'19';'';'3';'1';'5';
'Valencia CF';'Lato';'';'11';'';'';'0';'1';'7';'591';'';'0';'0';'0';'14';'';'5';'0';'4';
'Valencia CF';'G.paulista';'';'14';'';'';'0';'1';'14';'1197';'';'0';'2';'0';'7';'';'1';'6';'2';
'Valencia CF';'Hugo G.';'';'26';'';'';'0';'0';'24';'2011';'';'1';'1';'0';'59';'';'8';'5';'6';
'Valencia CF';'Diakhaby';'';'23';'';'';'0';'1';'15';'1418';'';'0';'0';'0';'21';'';'9';'4';'2';
'Valencia CF';'Gayà';'';'17';'';'';'1';'3';'17';'1451';'';'1';'2';'0';'29';'';'6';'14';'3';
'Valencia CF';'Omar Alderete';'';'23';'';'';'0';'0';'22';'1893';'';'0';'2';'0';'33';'';'11';'13';'7';
'Valencia CF';'Foulquier';'';'22';'';'';'0';'1';'20';'1828';'';'0';'0';'0';'27';'';'9';'11';'2';
'Valencia CF';'Cömert';'';'5';'';'';'0';'0';'3';'246';'';'0';'0';'0';'1';'';'1';'1';'2';
'Valencia CF';'J. Vázquez';'';'8';'';'';'0';'0';'4';'430';'';'0';'0';'0';'7';'';'0';'2';'3';
'Valencia CF';'Joseda';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Valencia CF';'Cristhian';'';'4';'';'';'0';'0';'2';'112';'';'0';'0';'0';'4';'';'1';'1';'2';
'Valencia CF';'C. Tárrega';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Valencia CF';'R. Iranzo';'';'3';'';'';'0';'0';'0';'44';'';'0';'0';'0';'2';'';'2';'1';'0';
'Valencia CF';'Musah';'';'22';'';'';'0';'0';'10';'1027';'';'0';'1';'0';'21';'';'5';'4';'9';
'Valencia CF';'Guedes';'';'28';'';'';'0';'5';'26';'2189';'';'0';'11';'1';'30';'';'2';'44';'14';
'Valencia CF';'Račić';'';'20';'';'';'1';'0';'8';'774';'';'1';'0';'0';'24';'';'1';'3';'6';
'Valencia CF';'C.soler';'';'23';'';'';'0';'5';'20';'1789';'';'0';'9';'6';'16';'';'4';'31';'8';
'Valencia CF';'Hélder Costa';'';'19';'';'';'0';'1';'11';'958';'';'0';'0';'0';'25';'';'3';'6';'7';
'Valencia CF';'K.koba Leïn';'';'9';'';'';'0';'0';'1';'162';'';'0';'0';'0';'7';'';'1';'1';'2';
'Valencia CF';'Ilaix';'';'6';'';'';'1';'0';'3';'314';'';'1';'0';'0';'9';'';'3';'4';'2';
'Valencia CF';'P. Alemañ';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Valencia CF';'Javi Guerra';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Valencia CF';'Hugo González';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Valencia CF';'Burlamaqui';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Valencia CF';'S. Lassina';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Valencia CF';'M. Gómez';'';'23';'';'';'1';'1';'17';'1593';'';'1';'3';'0';'40';'';'5';'21';'8';
'Valencia CF';'Cheryshev';'';'11';'';'';'0';'1';'5';'439';'';'0';'0';'0';'13';'';'1';'7';'5';
'Valencia CF';'Hugo Duro';'';'25';'';'';'1';'1';'18';'1509';'';'1';'6';'0';'22';'';'0';'23';'14';
'Valencia CF';'Bryan';'';'7';'';'';'0';'1';'5';'478';'';'0';'0';'0';'9';'';'3';'4';'3';
'Valencia CF';'Marcos Andre';'';'24';'';'';'0';'2';'5';'659';'';'0';'1';'0';'14';'';'1';'19';'4';
'Valencia CF';'Diego López';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Villarreal CF';'S. Asenjo';'3';'4';'0';'1';'0';'';'4';'360';'0';'0';'';'';'';'12';'1';'';'0';
'Villarreal CF';'Rulli';'14';'25';'1';'4';'0';'';'25';'2250';'1';'0';'';'';'';'57';'1';'';'0';
'Villarreal CF';'Iker Alvarez';'0';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'';'';'0';'0';'';'0';
'Villarreal CF';'Jörgensen';'0';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'';'';'0';'0';'';'0';
'Villarreal CF';'Mario Gaspar';'';'8';'';'';'0';'0';'5';'450';'';'0';'0';'0';'4';'';'1';'1';'1';
'Villarreal CF';'R. Albiol';'';'22';'';'';'0';'0';'22';'1935';'';'0';'0';'0';'14';'';'6';'5';'1';
'Villarreal CF';'Pau';'';'26';'';'';'0';'0';'26';'2295';'';'0';'4';'0';'12';'';'4';'15';'1';
'Villarreal CF';'Foyth';'';'18';'';'';'1';'0';'17';'1473';'';'1';'0';'0';'26';'';'3';'2';'5';
'Villarreal CF';'Estupiñán';'';'22';'';'';'0';'1';'14';'1268';'';'0';'0';'0';'21';'';'3';'9';'8';
'Villarreal CF';'Alberto M.';'';'24';'';'';'0';'2';'13';'1222';'';'0';'3';'0';'20';'';'3';'14';'10';
'Villarreal CF';'Mandi';'';'12';'';'';'0';'0';'10';'990';'';'0';'1';'0';'10';'';'2';'6';'0';
'Villarreal CF';'Serge Aurier';'';'12';'';'';'0';'1';'7';'679';'';'0';'0';'0';'12';'';'3';'5';'2';
'Villarreal CF';'De La Fuente';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Villarreal CF';'Lanchi';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Villarreal CF';'Dani Tasende';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Villarreal CF';'Parejo';'';'25';'';'';'0';'6';'24';'2064';'';'0';'2';'1';'14';'';'2';'8';'6';
'Villarreal CF';'Capoue';'';'22';'';'';'0';'1';'20';'1738';'';'0';'1';'0';'37';'';'7';'8';'9';
'Villarreal CF';'Iborra';'';'15';'';'';'0';'1';'9';'758';'';'0';'0';'0';'15';'';'4';'5';'3';
'Villarreal CF';'Chukwueze';'';'19';'';'';'0';'2';'6';'794';'';'0';'2';'0';'7';'';'3';'13';'5';
'Villarreal CF';'M. Trigueros';'';'26';'';'';'0';'4';'20';'1620';'';'0';'5';'0';'37';'';'2';'25';'17';
'Villarreal CF';'Danjuma';'';'19';'';'';'0';'3';'15';'1271';'';'0';'8';'2';'3';'';'2';'40';'9';
'Villarreal CF';'Lo Celso';'';'7';'';'';'0';'0';'6';'480';'';'0';'0';'0';'4';'';'0';'4';'5';
'Villarreal CF';'Coquelin';'';'16';'';'';'0';'1';'6';'633';'';'0';'1';'0';'18';'';'2';'3';'5';
'Villarreal CF';'Nikita';'';'1';'';'';'0';'0';'0';'1';'';'0';'0';'0';'0';'';'0';'0';'0';
'Villarreal CF';'Carlo Adriano';'';'1';'';'';'0';'0';'0';'6';'';'0';'0';'0';'0';'';'0';'0';'0';
'Villarreal CF';'Pacheco';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Villarreal CF';'Gerard';'';'14';'';'';'0';'2';'12';'1014';'';'0';'8';'1';'10';'';'2';'27';'4';
'Villarreal CF';'Paco Alcácer';'';'10';'';'';'0';'2';'6';'473';'';'0';'0';'0';'3';'';'1';'8';'6';
'Villarreal CF';'Dia';'';'20';'';'';'0';'4';'10';'997';'';'0';'5';'0';'21';'';'2';'20';'8';
'Villarreal CF';'R. Peña';'';'6';'';'';'0';'0';'1';'120';'';'0';'0';'0';'8';'';'1';'3';'1';
'Villarreal CF';'Yeremy';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';
'Villarreal CF';'Moi Gómez';'';'24';'';'';'0';'2';'10';'1021';'';'0';'1';'0';'18';'';'2';'6';'7';
'Villarreal CF';'A. Pedraza';'';'20';'';'';'0';'3';'13';'1183';'';'0';'0';'0';'29';'';'1';'10';'8';
'Villarreal CF';'N.jackson';'';'5';'';'';'0';'0';'0';'57';'';'0';'0';'0';'0';'';'0';'2';'0';
'Villarreal CF';'Arana';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
